Customer ID,Recence,Frequence,Montant,Cluster
12716.0,4,69,1053.49,0
12717.0,151,71,1308.91,1
12718.0,71,19,238.25,3
12719.0,5,39,644.95,0
12720.0,3,509,8260.67,2
12721.0,32,239,4013.08,2
12722.0,85,53,997.63,1
12723.0,4,69,725.07,0
12724.0,5,129,2317.52,2
12725.0,371,130,2694.56,1
12726.0,28,179,4014.6,2
12727.0,11,203,5679.53,2
12728.0,71,61,1070.17,1
12729.0,114,26,453.01,3
12730.0,522,47,829.25,1
12731.0,24,393,25775.71,2
12732.0,180,12,236.26000000000002,3
12733.0,234,157,2424.87,1
12734.0,353,19,639.65,3
12735.0,315,43,779.5699999999999,1
12736.0,333,4,234.0,3
12737.0,499,2,3710.5,3
12738.0,372,22,310.7,3
12739.0,78,89,2726.73,1
12740.0,64,27,427.6,0
12741.0,529,16,406.07,3
12742.0,626,67,1201.52,1
12743.0,134,134,546.43,1
12744.0,52,339,25317.06,2
12745.0,487,23,925.41,1
12746.0,541,17,254.55,3
12747.0,2,257,9276.539999999999,2
12748.0,1,7230,56599.39,2
12749.0,4,338,6897.36,2
12750.0,129,15,275.88,3
12751.0,445,62,268.27,1
12752.0,81,53,4366.78,1
12753.0,23,197,21429.39,2
12754.0,236,63,3010.74,1
12755.0,281,64,9030.66,1
12756.0,87,4,112.07999999999998,3
12757.0,16,371,7857.1,2
12758.0,117,313,9903.24,2
12759.0,52,302,5020.74,2
12760.0,456,21,347.8,3
12761.0,458,27,782.95,1
12762.0,8,69,1898.52,0
12763.0,138,34,814.16,1
12764.0,317,45,1693.88,1
12765.0,472,68,1404.58,1
12766.0,4,455,10068.28,2
12767.0,376,43,949.82,1
12768.0,451,10,168.69000000000003,3
12769.0,239,32,1143.6,1
12770.0,211,28,3246.45,1
12771.0,486,15,282.3,3
12772.0,60,55,892.47,0
12773.0,564,6,124.25,3
12774.0,536,6,98.7,3
12775.0,17,81,1686.12,0
12776.0,668,4,55.5,3
12777.0,458,26,519.45,3
12778.0,20,114,1775.68,0
12779.0,38,277,6722.2699999999995,2
12780.0,599,20,337.4,3
12781.0,64,25,826.74,0
12782.0,5,227,4618.24,2
12783.0,2,84,2225.91,2
12784.0,9,131,1804.75,2
12785.0,364,56,1100.4,1
12786.0,610,18,728.5,3
12787.0,10,44,862.18,0
12788.0,463,26,444.9,3
12789.0,65,8,273.35,3
12790.0,192,37,591.85,1
12791.0,374,30,1056.1100000000001,1
12792.0,257,47,827.01,1
12793.0,335,51,1017.33,1
12794.0,53,45,860.41,0
12795.0,19,14,430.48,0
12796.0,628,7,381.0,3
12797.0,366,43,806.11,1
12798.0,10,33,8510.93,2
12799.0,529,15,219.35,3
12800.0,470,34,584.25,1
12801.0,501,50,1071.82,1
12802.0,187,138,2416.42,1
12803.0,393,55,1092.81,1
12804.0,466,67,327.02,1
12805.0,382,58,1434.95,1
12806.0,435,67,2878.96,1
12807.0,383,16,330.35,3
12808.0,37,54,906.1,0
12809.0,178,81,1755.94,1
12810.0,535,32,534.99,1
12811.0,261,56,1033.9,1
12812.0,45,15,229.64000000000001,0
12813.0,502,45,1687.8,1
12814.0,102,2,125.92,3
12815.0,148,47,1063.46,1
12816.0,96,29,572.2,0
12817.0,281,25,690.98,1
12818.0,262,14,1542.08,1
12819.0,458,19,540.52,3
12820.0,3,160,2689.52,2
12821.0,214,13,220.8,3
12822.0,71,46,948.88,0
12823.0,75,18,6501.5,1
12824.0,60,25,397.12,0
12825.0,521,24,518.63,3
12826.0,3,166,2955.75,2
12827.0,6,25,430.15000000000003,0
12828.0,3,56,1018.71,0
12829.0,337,19,385.3,3
12830.0,38,38,6814.64,2
12831.0,262,22,451.11,3
12832.0,32,27,383.03,0
12833.0,145,24,417.38,3
12834.0,283,18,312.38,3
12835.0,428,620,6043.31,1
12836.0,59,414,6585.62,2
12837.0,173,92,688.41,1
12838.0,34,423,3398.48,2
12839.0,3,576,10071.73,2
12840.0,144,176,4041.97,1
12841.0,5,702,7540.68,2
12842.0,70,48,1917.99,1
12843.0,66,221,6588.41,2
12844.0,29,103,648.6,0
12845.0,267,27,354.09,3
12846.0,682,1,15.58,3
12847.0,22,126,1636.8999999999999,0
12848.0,676,16,208.0,3
12849.0,31,148,3090.56,2
12850.0,446,2,330.0,3
12851.0,97,80,284.13,1
12852.0,295,17,311.55,3
12853.0,135,148,3907.5,1
12854.0,79,265,2994.02,2
12855.0,373,70,650.9399999999999,1
12856.0,8,314,2179.93,2
12857.0,211,121,3688.0,1
12858.0,383,49,177.92,3
12859.0,459,21,575.1,3
12860.0,693,17,55.47,3
12861.0,620,4,68.25,3
12862.0,426,133,1008.3199999999999,1
12863.0,52,48,2792.5499999999997,0
12864.0,138,7,299.57,3
12865.0,26,195,3323.47,2
12866.0,283,63,1227.35,1
12867.0,26,1063,7913.29,2
12868.0,186,146,2247.06,1
12869.0,682,37,337.66999999999996,3
12870.0,375,93,1676.95,1
12871.0,84,18,744.02,0
12872.0,327,436,3685.4900000000002,1
12873.0,282,35,2027.3,1
12874.0,385,48,948.42,1
12875.0,143,8,1356.99,3
12876.0,58,170,4081.79,2
12877.0,4,277,2955.17,2
12878.0,236,47,854.99,1
12879.0,45,10,573.22,0
12880.0,382,36,640.13,1
12881.0,276,7,298.0,3
12882.0,9,13,1463.04,0
12883.0,25,42,703.47,0
12884.0,88,7,309.05,3
12885.0,63,71,1175.22,0
12886.0,68,82,1378.4,1
12887.0,384,13,222.4,3
12888.0,214,5,354.12,3
12889.0,381,25,385.46000000000004,3
12890.0,24,139,717.27,0
12891.0,186,11,840.5,3
12892.0,397,18,263.38,3
12893.0,31,34,188.14,0
12894.0,575,21,157.35,3
12895.0,42,22,372.8,0
12897.0,205,14,514.25,3
12898.0,464,32,310.96000000000004,3
12899.0,414,17,366.4,3
12900.0,422,13,340.33,3
12901.0,9,116,17654.54,2
12902.0,265,10,138.68,3
12903.0,429,41,833.53,1
12904.0,18,72,509.58,0
12905.0,577,54,1018.42,1
12906.0,12,63,2919.81,0
12907.0,396,25,508.91,3
12908.0,176,5,1776.0,3
12909.0,40,158,3103.19,2
12910.0,23,137,5796.52,2
12911.0,552,248,1680.47,1
12912.0,3,24,1662.3,0
12913.0,5,96,6700.860000000001,2
12914.0,401,9,223.98,3
12915.0,149,73,1174.75,1
12916.0,139,184,4654.0199999999995,1
12917.0,128,50,4359.2,1
12918.0,626,1,10953.5,1
12919.0,8,50,1335.19,0
12920.0,17,60,488.09000000000003,0
12921.0,9,1534,35921.04,2
12922.0,161,28,405.38,3
12923.0,64,62,789.87,0
12924.0,88,74,2469.4,1
12925.0,5,50,729.3299999999999,0
12926.0,411,274,1548.46,1
12927.0,395,11,197.31,3
12928.0,35,179,4304.89,2
12929.0,312,8,117.85,3
12930.0,78,25,415.8,0
12931.0,22,218,92347.34,2
12932.0,539,95,1698.56,1
12933.0,24,296,1687.03,2
12934.0,737,2,181.65,3
12935.0,2,254,4243.86,2
12936.0,17,62,1063.9,0
12937.0,15,217,3097.61,2
12938.0,26,9,114.14,3
12939.0,64,86,25264.8,2
12940.0,55,99,913.54,0
12941.0,724,27,377.49,3
12942.0,131,91,942.65,1
12943.0,558,25,496.5,3
12944.0,36,30,604.51,0
12945.0,288,51,900.11,1
12946.0,437,20,324.45,3
12947.0,144,114,1908.03,1
12948.0,16,125,2317.43,2
12949.0,31,715,15526.7,2
12950.0,2,23,1843.0,0
12951.0,9,194,3213.7200000000003,2
12952.0,6,79,1387.79,0
12953.0,10,48,828.8100000000001,0
12954.0,639,10,162.45,3
12955.0,1,180,4757.16,2
12956.0,306,42,521.89,1
12957.0,10,490,8706.97,2
12958.0,400,57,539.49,1
12959.0,484,8,150.95,3
12960.0,414,70,1322.07,1
12961.0,379,40,211.99,3
12962.0,7,16,266.39,0
12963.0,8,190,3601.59,2
12964.0,437,26,132.24,3
12965.0,89,109,771.91,1
12966.0,10,10,160.18,0
12967.0,358,80,4306.92,1
12968.0,112,5,135.95,3
12969.0,603,5,122.45,3
12970.0,7,383,1524.97,2
12971.0,4,425,15972.79,2
12972.0,414,77,1161.2,1
12973.0,414,6,385.55,3
12974.0,198,32,408.95,3
12975.0,437,112,2100.09,1
12976.0,212,154,3156.38,1
12977.0,156,59,517.63,1
12978.0,385,163,2502.82,1
12979.0,729,56,517.7,1
12980.0,158,52,16245.78,1
12981.0,30,20,372.21999999999997,0
12982.0,243,178,2744.81,1
12983.0,598,30,490.08000000000004,3
12984.0,19,4,97.5,3
12985.0,1,76,1239.38,0
12986.0,429,102,2729.84,1
12987.0,74,66,1312.21,1
12988.0,292,92,535.32,1
12989.0,3,97,13551.75,2
12990.0,31,27,955.5,0
12991.0,23,45,764.82,0
12992.0,725,6,93.35000000000001,3
12993.0,23,76,1259.6299999999999,0
12994.0,4,61,974.4200000000001,0
12995.0,85,3,211.32,3
12996.0,376,22,355.5,3
12997.0,22,107,2110.91,0
12998.0,493,58,920.08,1
12999.0,196,28,455.88,3
13000.0,107,62,1032.5,1
13001.0,4,1026,24172.100000000002,2
13002.0,318,23,414.13,3
13003.0,106,6,149.05,3
13004.0,12,815,11650.85,2
13005.0,174,56,999.68,1
13006.0,56,4,81.57,3
13007.0,580,11,175.25,3
13008.0,323,35,612.13,1
13009.0,673,4,234.0,3
13010.0,374,12,330.12,3
13011.0,372,6,101.10000000000001,3
13012.0,9,154,2972.83,2
13013.0,1,554,12625.77,2
13014.0,11,225,5381.08,2
13015.0,53,349,6586.42,2
13016.0,73,47,789.89,0
13017.0,7,1,204.0,0
13018.0,16,603,9763.16,2
13019.0,379,55,1229.95,1
13020.0,563,39,618.96,1
13021.0,4,257,4887.24,2
13022.0,430,5,65.3,3
13023.0,64,76,1449.03,1
13024.0,471,31,555.87,1
13025.0,732,13,323.39,3
13026.0,1,82,1733.08,0
13027.0,114,86,17335.2,2
13028.0,23,45,661.3199999999999,0
13029.0,31,17,1927.3,0
13030.0,11,159,1227.22,0
13031.0,407,435,3419.27,1
13032.0,52,212,2843.55,2
13033.0,357,13,220.55,3
13034.0,55,55,922.68,0
13035.0,74,42,1364.2,1
13036.0,685,6,307.1,3
13037.0,138,232,3914.9500000000003,1
13038.0,80,28,908.46,0
13039.0,584,55,1010.73,1
13040.0,9,43,676.99,0
13041.0,451,35,799.13,1
13042.0,598,199,1556.54,1
13043.0,273,13,516.42,3
13044.0,291,419,4853.9,1
13045.0,99,45,808.92,1
13046.0,31,56,949.25,0
13047.0,32,398,8795.16,2
13048.0,14,268,4084.21,2
13049.0,64,26,1408.24,0
13050.0,15,1009,12344.53,2
13051.0,579,4,155.8,3
13052.0,212,253,3168.53,1
13053.0,622,17,127.65,3
13055.0,78,154,2321.11,1
13056.0,551,19,209.48,3
13057.0,530,41,722.09,1
13058.0,25,8,271.40000000000003,0
13059.0,250,202,2303.17,1
13060.0,254,15,307.53,3
13061.0,72,10,248.61,3
13062.0,191,11,346.98,3
13063.0,481,12,188.4,3
13064.0,13,94,1680.74,0
13065.0,373,76,1260.91,1
13066.0,24,48,470.8,0
13067.0,82,32,508.51,0
13068.0,10,2,344.0,0
13069.0,1,1116,9683.13,2
13070.0,192,33,751.7,1
13071.0,612,12,129.22,3
13072.0,267,7,177.15,3
13073.0,411,27,418.08,3
13074.0,511,29,1378.74,1
13075.0,130,22,919.61,1
13076.0,458,9,135.4,3
13077.0,1,347,3064.67,2
13078.0,3,801,29532.45,2
13079.0,4,17,419.18,0
13080.0,179,19,280.73,3
13081.0,12,2358,59205.15,2
13082.0,126,129,7335.75,1
13083.0,4,22,395.43,0
13084.0,492,2,122.39999999999999,3
13085.0,158,84,2433.28,1
13086.0,383,47,439.33000000000004,1
13087.0,726,15,313.64,3
13088.0,417,20,236.11,3
13089.0,3,3363,116737.86,2
13090.0,9,283,14103.09,2
13091.0,28,45,2321.82,0
13092.0,71,105,2140.28,1
13093.0,276,1050,54943.65,2
13094.0,21,32,2433.1200000000003,0
13095.0,71,6,74.39999999999999,3
13096.0,394,1,419.70000000000005,3
13097.0,33,1017,13389.22,2
13098.0,1,572,28882.44,2
13099.0,99,1,207.35999999999999,3
13101.0,234,51,695.4,1
13102.0,1,492,11696.92,2
13103.0,40,33,709.64,0
13104.0,3,30,1709.1,0
13105.0,436,1,72.0,3
13106.0,133,16,603.46,3
13107.0,44,178,5253.07,2
13108.0,373,45,1098.52,1
13109.0,60,70,1134.03,0
13110.0,31,252,2957.4700000000003,2
13111.0,719,12,321.88000000000005,3
13112.0,541,2,20.6,3
13113.0,1,393,18625.73,2
13114.0,731,16,234.38,3
13115.0,12,314,5494.7,2
13116.0,138,30,501.14,1
13117.0,22,188,2643.81,2
13118.0,20,148,2415.41,2
13119.0,669,11,134.9,3
13120.0,239,1,30.599999999999998,3
13121.0,269,50,283.73,3
13122.0,94,55,922.39,1
13123.0,473,45,506.75,1
13124.0,90,298,4782.45,2
13125.0,524,21,158.57,3
13126.0,5,251,3998.25,2
13127.0,78,15,259.17,3
13128.0,631,1,263.5,3
13129.0,452,11,233.25,3
13130.0,94,2,64.0,3
13131.0,23,149,3313.77,2
13132.0,262,3,77.3,3
13133.0,274,12,200.45000000000002,3
13134.0,86,121,2475.23,1
13135.0,197,18,3371.45,1
13136.0,56,315,6274.56,2
13137.0,11,1441,7712.7,2
13138.0,22,99,1467.24,0
13139.0,16,265,8202.98,2
13140.0,108,122,1215.68,1
13141.0,85,425,7668.58,2
13142.0,19,23,307.09,0
13143.0,585,23,405.1,3
13144.0,333,6,135.35,3
13145.0,40,10,1423.52,0
13146.0,26,17,228.91,0
13147.0,10,4,712.8000000000001,0
13148.0,29,793,8621.81,2
13149.0,14,86,1676.06,0
13150.0,484,8,449.96999999999997,3
13151.0,296,176,2580.7400000000002,1
13152.0,417,135,2146.38,1
13153.0,6,15,486.22,0
13154.0,399,93,1624.84,1
13155.0,33,164,1750.18,2
13156.0,385,104,1586.54,1
13157.0,49,251,5687.36,2
13158.0,95,100,1508.18,1
13159.0,9,121,1437.85,0
13160.0,22,4,91.8,3
13161.0,313,34,478.88,1
13162.0,122,238,9275.49,2
13163.0,610,2,17.65,3
13164.0,569,10,372.2,3
13165.0,46,49,1451.16,0
13166.0,283,69,884.18,1
13167.0,19,81,1125.15,0
13168.0,36,180,1875.31,2
13169.0,64,18,840.08,0
13170.0,27,32,116.00999999999999,0
13171.0,22,46,468.41,0
13172.0,400,1,69.6,3
13173.0,4,250,2639.35,2
13174.0,16,1132,9494.84,2
13175.0,582,46,831.45,1
13176.0,46,72,492.84,0
13177.0,65,30,512.2,0
13178.0,26,687,14059.19,2
13179.0,619,34,572.3100000000001,1
13180.0,607,4,86.10000000000001,3
13181.0,381,19,359.69,3
13182.0,45,11,121.18,3
13183.0,8,156,7036.18,2
13184.0,15,181,1701.29,2
13185.0,268,1,71.4,3
13186.0,40,79,1575.89,0
13187.0,337,64,367.01,1
13188.0,11,2,114.60000000000001,3
13189.0,19,29,260.68,0
13190.0,544,17,570.66,3
13191.0,658,59,164.69,3
13192.0,95,162,2558.58,1
13193.0,61,29,117.88,3
13194.0,136,10,472.78,3
13195.0,414,52,172.38,3
13196.0,11,188,3068.84,2
13197.0,610,19,373.01000000000005,3
13198.0,10,314,4974.2300000000005,2
13199.0,4,207,16432.89,2
13200.0,19,46,870.09,0
13201.0,502,88,1240.6100000000001,1
13202.0,394,69,1580.3,1
13203.0,10,169,2648.25,2
13204.0,731,57,966.6600000000001,1
13205.0,443,1,2803.2,3
13206.0,400,581,8377.32,1
13207.0,15,13,535.86,0
13208.0,59,254,1988.5,2
13209.0,30,366,8509.51,2
13210.0,94,22,353.48,3
13211.0,10,206,2729.32,2
13212.0,20,142,788.08,0
13213.0,57,204,3851.52,2
13214.0,418,229,3264.23,1
13215.0,402,1,81.6,3
13216.0,268,5,333.74,3
13217.0,122,5,666.48,3
13218.0,127,5,62.63999999999999,3
13219.0,618,11,76.23,3
13220.0,78,53,1336.0900000000001,1
13221.0,240,66,847.41,1
13222.0,577,1,88.5,3
13223.0,200,13,969.1200000000001,3
13224.0,60,108,2155.95,1
13225.0,3,125,16260.07,2
13226.0,273,28,312.46,3
13227.0,202,9,257.7,3
